pr_id,title,html_url,repo,agent,status,topic_id,topic_name,aidev_task_type,outcome,outcome_reason,optimization_layer,perf_focus,inefficiency_antipattern,evidence_type,detection_method,reproducibility,material_reproducibility,regression_handling,boundary_tag,boundary_type,topic_difficulty,blocking,confidence,primary_concern,review_comment_bucket,review_dimensions,performance_evidence_in_review,antipattern_addressed,antipattern_in_fix,changes,file_count,commit_count,additions,deletions,review_count,review_comment_count,pr_comment_count,comment_total,linked_issue_count,has_linked_issue,lifespan_hours,fast_merge,has_revert,body_has_repro_steps,body_has_benchmark_table,body_has_numeric_perf_claim,has_formal_review,has_review_or_comment_text,evidence_gap,regression_detail,reproducibility_notes,performance_claim,notes,merge_reason_group,close_reason_group
2784931990,fix: prevent memory leaks across application,https://github.com/onlook-dev/onlook/pull/1039,onlook-dev/onlook,Devin,merged,9,9,fix,merged,merged_no_review_engagement,application_control_flow,memory_leak_prevention|resource_disposal|mobx_cleanup|ipc_handler_cleanup,none,narrative,unknown,insufficient,insufficient,not_applicable,technical_stack,technical_stack,medium,False,medium,no_human_review,no_review_text,,False,none,none,1976,45,9,1004,275,0,0,1,1,0,False,13.946,False,False,False,False,False,False,True,narrative_only_no_profiling,No regressions noted; PR merged without reversions.,PR body claims tests pass but no performance data; no memory profiling or before/after metrics.,Prevent memory leaks across the application by implementing proper dispose methods.,"Devin added dispose methods across managers; no review, merged quickly with bot comment only; no performance evidence.",without_formal_review,closed_without_meaningful_review
2790868866,feat(content-sidebar): remove react-router-dom in favor of custom router,https://github.com/box/box-ui-elements/pull/3850,box/box-ui-elements,Devin,closed,7,7,feat,closed,stale_no_review_engagement,frontend_ui,bundle_size_reduction|dependency_removal|custom_router,none,narrative,unknown,insufficient,insufficient,not_applicable,process,process,medium,False,medium,stale_inactivity,no_review_text,,False,none,none,1724,26,1,1028,696,0,0,1,1,0,False,191.25,False,False,False,False,False,False,True,narrative_only_no_review,No regression was identified because the PR was closed without merge.,No bundle size comparison or performance metrics provided; only narrative claim of reduced bundle size.,Remove react-router-dom to reduce bundle size and improve routing control with a custom NavRouter using the history package.,Devin performed a large frontend refactor to remove react-router-dom; closed after 8 days with no human review or substantive interaction.,without_formal_review,stale_or_inactivity
2795930781,ci: optimize workflow timeouts based on timing analysis,https://github.com/marimo-team/marimo/pull/3481,marimo-team/marimo,Devin,merged,,,ci,merged,merged_small_scope_low_risk,infrastructure,workflow_timeout_optimization|ci_resource_efficiency|cost_optimization,none,narrative,code_reading,partial,partial,ignore,technical_stack,technical_stack,low,False,high,no_review_text,no_review_text,ci_validation|design_or_approach,False,excessive_workflow_timeout,none,16,2,2,8,8,1,0,4,4,0,False,0.272,True,False,False,False,True,True,True,narrative_only_no_raw_data,Devin investigated a flaky e2e test failure and confirmed it was unrelated to the timeout changes.,"PR body includes max/avg runtimes and buffer calculations, but no raw data or scripts to regenerate the analysis.",Reduce workflow timeouts based on historical run times to save CI minutes while maintaining sufficient buffers.,Devin analyzed historical run times and reduced CI timeouts; merged quickly after maintainer approval with no benchmarking beyond the PR narrative.,small_scope_low_risk,scope_too_large
2798302866,feat: Make RightPane resizable,https://github.com/appsmithorg/appsmith/pull/38759,appsmithorg/appsmith,Devin,closed,,2,feat,closed,closed_by_maintainer_after_testing,frontend_ui,ui_resize|click_to_toggle_width|useCallback_optimization|drag_to_click_migration,none,narrative,manual_testing,insufficient,insufficient,reject_close,technical_stack,technical_stack,medium,False,medium,unknown,no_review_text,,False,none,none,1022,8,12,595,427,0,0,12,12,0,False,48.22,False,False,False,False,False,False,True,narrative_only_no_manual_evaluation_results,PR closed without merge after maintainer tested preview without providing feedback.,No performance benchmarks or before/after metrics; only narrative claim that click-based is more performant.,"Replace drag-based resize with click-based expand/collapse for better performance, using useCallback and smooth transitions.","Devin PR for RightPane resize with click-based expand/collapse; maintainer tested via deploy preview and closed without merge, no performance evidence.",other,other
2799230876,chore: optimize pnpm cache configuration,https://github.com/elizaOS/eliza/pull/2555,elizaOS/eliza,Devin,merged,0,0_unknown,chore,merged,merged_small_scope_low_risk,build,ci_cache_optimization|pnpm_store_dir|cache_key_specificity,none,narrative,code_reading,insufficient,insufficient,not_applicable,technical_stack,technical_stack,low,False,high,none,no_review_text,,False,none,none,23,1,1,14,9,1,0,1,1,0,False,0.0222,True,False,False,False,False,True,True,narrative_only_for_ci_cache,No regressions reported; PR merged immediately.,No benchmark or CI run log provided to verify cache speedup; only narrative claim.,Improve package reuse during installation (CI cache optimization).,Devin updated pnpm cache config in CI workflow with store-dir and architecture-specific keys; maintainer approved with 'testing' and merged within seconds.,small_scope_low_risk,scope_too_large
2799302285,chore(revert): optimize pnpm cache configuration,https://github.com/elizaOS/eliza/pull/2556,elizaOS/eliza,Devin,merged,,,chore,merged,merged_revert_optimization,ci_configuration,pnpm_cache|ci_optimization|build_time_optimization,none,narrative,unknown,insufficient,insufficient,revert,evidence_required,evidence_required,medium,False,medium,missing_performance_gain,performance_related_concern,perf_evidence|scope,False,none,none,239,4,12,186,53,1,0,2,2,0,False,0.596,True,True,False,False,False,True,True,narrative_only_no_measurement,"The final commit reverted all pnpm caching changes; the PR was merged with the revert, effectively discarding the optimization attempts.","No benchmark, profiler output, or CI timing data provided; revert decision based on maintainer's judgment that the caching 'didn't gain much'.",Optimize pnpm cache configuration to improve package reuse and CI installation times.,Devin iterated on pnpm cache configs but maintainer reverted after concluding they didn't gain much; merged as a revert chore.,other,other
2800344224,Parallelize Integration Tests,https://github.com/onyx-dot-app/onyx/pull/3727,onyx-dot-app/onyx,Devin,closed,,,test,closed,stale_inactivity_no_review,ci_cd_pipeline,test_parallelization|ci_pipeline_acceleration|docker_build_optimization,none,narrative,unknown,insufficient,insufficient,reject_close,process,process,medium,False,medium,inactivity_auto_close,no_review_text,,False,none,none,2333,10,11,2115,218,0,0,4,4,0,False,209.83,False,False,False,False,True,False,True,narrative_only_no_verification,PR closed without merge after agent inactivity.,No runtime metrics or before/after comparison provided; only narrative claim of under 30 min target.,"Reduce total test execution time by running integration tests in parallel, with a target of under 30 minutes.","Devin split integration tests into parallel jobs and refactored CI; no human review, auto-closed after inactivity.",without_formal_review,stale_or_inactivity
2801019781,feat: update integration tests workflow with improved caching,https://github.com/elizaOS/eliza/pull/2589,elizaOS/eliza,Devin,merged,,,feat,merged,merged_after_maintainer_tweaks,build,ci_cache|pnpm_cache|deterministic_install,none,narrative,ci_auto,partial,partial,fix_in_pr,technical_stack,technical_stack,low,False,high,ci_validation,testing_approval,ci_validation|testing,False,none,none,7343,60,8,5708,1635,1,0,2,2,0,False,0.764,True,False,False,False,False,True,True,narrative_only_no_benchmark,"Maintainer made iterative adjustments to the workflow, including container version fix, before approving and merging.",Maintainer tested the workflow; no explicit performance numbers but caching is intended to speed up CI.,Improved caching for integration tests workflow using pnpm cache and --frozen-lockfile for deterministic installations.,Devin added pnpm caching; maintainer wtfsayo tested and tweaked config; merged in ~45 min with no blocking review.,other,other
2816532850,refactor: split gradle check into matrix jobs,https://github.com/airbytehq/airbyte/pull/52607,airbytehq/airbyte,Devin,closed,,,refactor,closed,stale_inactivity_draft,build,ci_workflow_parallelization|build_matrix_split|gradle_check_optimization,none,narrative,unknown,insufficient,insufficient,reject_close,process,process,medium,False,high,stale_inactivity,no_review_text,,False,none,none,63,2,4,40,23,0,0,3,3,0,False,212.0,False,False,False,False,False,False,True,narrative_only_no_benchmark,Maintainer converted PR to draft; Devin bot closed after inactivity; no further iteration.,PR body lists benefits without benchmark data or before/after CI runtime comparisons; no evidence that matrix jobs improve build speed.,Splitting the monolithic Gradle check into parallel matrix jobs for faster CI feedback and reduced redundant task execution.,Devin split monolithic Gradle check into matrix jobs; maintainer converted to draft; auto-closed for inactivity with no formal review or performance evidence.,other,stale_or_inactivity
2821981350,refactor: prevent chat messages from re-rendering on stream updates,https://github.com/onlook-dev/onlook/pull/1184,onlook-dev/onlook,Devin,closed,,41,refactor,closed,maintainer_closed_no_explanation,frontend_ui,chat_message_rendering|react_memo|streaming_performance,none,narrative,unknown,insufficient,insufficient,reject_close,process,process,medium,False,low,unknown,no_review_text,,False,none,none,48,4,1,33,15,0,0,1,1,0,False,1.299,False,False,False,False,False,False,True,narrative_only_no_engagement,PR closed by maintainer with no further action; no fixes attempted.,"No benchmark, profiler mention, or reproduction steps in PR body.",Reduce re-renders in chat messages during streaming by splitting StreamingMessage and applying React.memo plus MobX observer.,Small frontend refactor closed quickly by maintainer without any review text or performance evidence; inference highly limited.,other,other
2828443532,fix: compress images in style panel and set default fill mode to Fill,https://github.com/onlook-dev/onlook/pull/1233,onlook-dev/onlook,Devin,merged,,-1,fix,merged,merged_after_maintainer_fix,frontend_ui,image_compression|default_fill_mode|frontend_performance,none,narrative,code_reading,insufficient,insufficient,fix_in_pr,technical_stack,technical_stack,low,False,high,user_experience_consistency,correctness_or_user_experience,correctness|design_or_approach|ux,False,none,none,913,9,3,514,399,1,2,1,3,1,True,10.167,False,False,False,False,False,True,True,narrative_only_no_benchmark,Maintainer Kitenite committed 'Remove default cover' to revert the backgroundSize default before merging.,No performance metrics provided; change is functional only.,"Image compression reduces file size before insertion, aiming to improve loading performance and reduce memory usage.",Devin added image compression and changed default fill to cover; maintainer reverted cover default before merging after bot review suggestions.,after_review_iteration,other
2830596110,refactor: Replace moment.js with date-fns,https://github.com/appsmithorg/appsmith/pull/39016,appsmithorg/appsmith,Devin,closed,7,7,refactor,closed,stale_no_review_engagement,frontend_ui,moment_to_datefns_migration|bundle_size_reduction|maintainability,none,narrative,unknown,insufficient,insufficient,reject_close,process,process,high,False,medium,no_human_review,no_review_text,,False,none,none,6455,185,6,1811,1178,0,0,2,2,0,False,184.55,False,False,False,False,False,False,True,narrative_only_no_benchmark,PR closed without any regression analysis; no follow-up fixes.,"No benchmark, profiler, or before/after bundle size comparisons; only narrative claim of improvement.",Replace moment.js with date-fns to reduce bundle size and improve maintainability.,Devin replaced moment with date-fns across 185 files without human review or benchmark; closed without merge.,without_formal_review,stale_or_inactivity
2837131747,chore: migrate from Poetry to uv,https://github.com/wealthsimple/llm-gateway/pull/81,wealthsimple/llm-gateway,Devin,closed,-1,-1,chore,closed,closed_prematurely_no_merge,build,package_manager_migration|dependency_installation_speed|build_performance,none,narrative,code_reading,insufficient,insufficient,reject_close,process,process,low,False,high,security_vulnerability_and_wrong_content,security_issue,security|correctness,False,none,none,3381,18,14,777,2604,4,4,2,6,0,False,0.371,False,False,True,False,False,True,True,narrative_only_and_security_issues,PR closed by drdee within 22 minutes; no fix attempts or human feedback.,PR body includes manual test steps but no before/after timing data; no benchmark or profiler evidence.,Faster dependency installation and improved reproducibility with uv.,Devin migration from Poetry to uv bumped security findings and incorrectly replaced README with Gitleaks content; PR closed in ~22 minutes with no human review.,other,other
2838837697,ci: add cargo caching to pre-commit workflow,https://github.com/pyth-network/pyth-crosschain/pull/2351,pyth-network/pyth-crosschain,Devin,merged,,,ci,merged,merged_small_scope_low_risk,build,ci_cargo_cache|workflow_speedup,none,narrative,code_reading,unknown,unknown,not_applicable,technical_stack,technical_stack,low,False,high,maintainability_risk,design_or_approach,design_or_approach,False,none,none,22,1,2,12,10,1,1,3,4,0,False,0.612,True,False,False,False,False,True,True,narrative_only_no_timing,No regression; the reviewer feedback was a design improvement suggestion that was implemented without delay.,No runtime performance data; only a claim that caching will speed up CI.,Speed up pre-commit CI checks by caching Rust dependencies and build artifacts.,"Devin added manual caching; maintainer suggested rust-cache action, Devin switched, merged quickly.",small_scope_low_risk,scope_too_large
2838992710,feat: add rust-cache to all Rust workflows,https://github.com/pyth-network/pyth-crosschain/pull/2355,pyth-network/pyth-crosschain,Devin,merged,,,feat,merged,merged_small_scope_low_risk,ci_infrastructure,rust_cache|ci_workflow_caching|build_performance,none,narrative,code_reading,unknown,unknown,not_applicable,technical_stack,technical_stack,low,False,high,none,no_review_feedback,correctness|ci_infrastructure,False,none,none,24,8,1,24,0,1,0,2,2,0,False,0.447,True,False,False,False,False,True,True,narrative_only_no_benchmark,,"No performance measurements or benchmarks; improvement is assumed from caching, not validated with before/after data.",Add rust-cache to speed up CI Rust builds by caching dependencies.,Devin added standard rust-cache step to 8 CI workflows; approved and merged within 26 minutes with no evidence requests.,small_scope_low_risk,scope_too_large
2839378596,ci: optimize turbo build and test performance,https://github.com/pyth-network/pyth-crosschain/pull/2358,pyth-network/pyth-crosschain,Devin,closed,0,,ci,closed,stale_auto_closed_no_review,ci_build_pipeline,ci_parallelism|turbo_concurrency|build_test_performance,none,narrative,unknown,insufficient,insufficient,reject_close,process,process,low,False,medium,no_human_review,no_review_text,,False,none,none,112,7,15,56,56,0,0,2,2,0,False,12.568,False,False,False,False,True,False,True,narrative_only_no_ci_validation,PR was closed without merge; no regression or fix cycle occurred.,"PR claims specific timing improvements but provides no CI run logs, benchmarks, or verification steps; no maintainer tested the changes.",Reduces turbo build from ~4m45s to 2-3m and test from ~11m15s to 6-7m via parallelism flags and optimized task dependencies.,"Devin modified CI workflows multiple times (15 commits), eventually only keeping parallelism flags; PR closed by bot due to inactivity within 12 hours, no human review.",without_formal_review,stale_or_inactivity
2839448717,build: add parallel and concurrency flags to test:ci and build:ci,https://github.com/pyth-network/pyth-crosschain/pull/2359,pyth-network/pyth-crosschain,Devin,closed,3,3,build,closed,no_performance_improvement,build,build_parallelism|ci_speed_up|concurrency_flag,none,narrative,unknown,insufficient,insufficient,reject_close,evidence_required,evidence_required,low,False,high,performance_claim_not_met,no_review_text,perf_evidence,False,none,none,20,1,5,10,10,0,0,3,3,0,False,10.212,False,False,False,False,False,False,True,narrative_only_no_benchmark,Devin closed the PR due to lack of observed performance improvement; no fix-in-PR cycle occurred.,"No benchmark, profiler output, or before/after timing data provided; only a claim of performance improvement that was not met.",Adding --concurrency=100% flag to test:ci and build:ci scripts improves build performance.,"Devin tried adding --concurrency=100% to package.json scripts but found no build performance improvement, so closed the PR.",other,other
2840011330,ci: add rust cache to turbo test workflow,https://github.com/pyth-network/pyth-crosschain/pull/2360,pyth-network/pyth-crosschain,Devin,merged,,,ci,merged,merged_after_review_fix,ci_infrastructure,ci_caching|rust_compilation_cache|workflow_speedup,none,narrative,code_reading,insufficient,insufficient,fix_in_pr,process,process,low,True,high,ci_configuration_best_practice,design_or_approach,ci_configuration|code_style,False,prior_missing_cache (not in taxonomy; prior CI ran without Rust cache),none,15,2,5,7,8,2,0,2,2,0,False,2.115,True,False,False,False,False,True,True,narrative_only_no_ci_benchmark,"After CHANGES_REQUESTED, Devin removed self-references in commit 520e57; PR was then approved and merged.",No before/after CI timing data; only a narrative performance claim.,Add Rust caching to improve CI build times.,"Devin added Rust caching across two CI workflows; maintainer CHANGES_REQUESTED removing self-references; after fix, PR merged quickly. No benchmark evidence.",after_review_iteration,other
2840213744,ci: add turbo cache to build and test workflows,https://github.com/pyth-network/pyth-crosschain/pull/2361,pyth-network/pyth-crosschain,Devin,merged,,,ci,merged,merged_small_scope_low_risk,ci_configuration,turbo_cache|ci_optimization,none,narrative,code_reading,insufficient,insufficient,not_applicable,technical_stack,technical_stack,low,False,high,none,no_review_text,,False,none,none,4,2,1,4,0,1,0,2,2,0,False,0.646,True,False,False,False,False,True,True,narrative_only_no_benchmark,PR merged without any regression issues.,No benchmark or CI timing data provided; claims of speedup are not verified in the PR body.,Turborepo caching speeds up CI build and test workflows.,Simple CI cache addition: Devin added 2 lines per file; approved without comment and merged within 39 minutes.,small_scope_low_risk,scope_too_large
2843312341,perf: optimize cache and token handling,https://github.com/promptfoo/promptfoo/pull/3046,promptfoo/promptfoo,Devin,closed,12,12,perf,closed,closed_immediately_by_maintainer,application_service,cache|token_counting|assertion_type_handling,none,narrative,unknown,insufficient,insufficient,reject_close,process,process,medium,False,medium,no_human_review,no_review_text,,False,none,none,46,3,1,34,12,0,0,2,2,0,False,0.083,False,False,False,False,False,False,True,narrative_only_closed_quickly,PR closed without any iterative fix cycle.,"No benchmark, profiling, or before/after metrics; only narrative claims.","Improve cache performance, token counting, and assertion handling.","Devin PR with narrative perf claims; no human review, closed 5 min after creation; gru-agent bot reported unit test writing failures.",other,other
2843334531,perf: optimize cache and token handling,https://github.com/promptfoo/promptfoo/pull/3047,promptfoo/promptfoo,Devin,closed,,12,perf,closed,closed_no_human_review_agent_archived,application_service,cache|token_counting|assertion_handling|debug_metadata,none,narrative,unknown,insufficient,insufficient,reject_close,process,process,medium,False,high,no_human_review,no_review_text,,False,none,none,93,4,3,74,19,0,0,3,3,0,False,0.767,False,False,False,False,False,False,True,narrative_only_no_benchmark,PR closed without any regression handling; no fix commits or follow-up.,"PR body claims all tests pass but provides no benchmarks, profiler output, or before/after metrics.",Improve cache performance by skipping unnecessary clearing; optimize token counting with environment-aware handling; enhance assertion type handling.,Devin proposed cache/token perf optimizations with no benchmark; PR received no human review and was closed within 46 min after agent was archived.,other,other
2852546056,feat(e2e): parallelize e2e tests by browser,https://github.com/liam-hq/liam/pull/723,liam-hq/liam,Devin,merged,,6,feat,merged,merged_after_ci_fix_and_review_approval,ci_cd_pipeline,parallel_test_execution|ci_workflow_matrix|e2e_test_speedup,sequential_execution,narrative,ci_auto,partial,partial,not_applicable,technical_stack,technical_stack,medium,False,high,none,approval_no_concerns,correctness|ci_validation,False,sequential_execution,none,26,1,4,15,11,1,0,6,6,0,False,5.21,True,False,False,False,False,True,True,narrative_only_no_benchmark,,"The CI matrix runs demonstrate parallel execution, but the PR lacks before/after timing data or a controlled benchmark.",Parallel browser matrix reduces overall test execution time compared to sequential execution.,Devin parallelized CI e2e tests via matrix strategy; initial Mobile Safari name caused CI failure but iterative commits fixed; merged after MH4GF approval without benchmark evidence.,other,other
2855302194,Optimize Font Loading Performance in Tests,https://github.com/pdfme/pdfme/pull/711,pdfme/pdfme,Devin,closed,,40,perf,closed,closed_without_review,test_infrastructure,font_caching|deep_clone|test_performance,repeated_io,narrative,unknown,insufficient,insufficient,reject_close,process,process,low,False,medium,no_review_engagement,no_review_text,,False,repeated_io,none,89,3,3,60,29,0,0,3,3,0,False,0.277,False,False,False,False,True,False,True,narrative_only_no_review,PR closed without any review cycle or fix iteration.,PR body lists before/after timings but no reproduction steps or artifacts; maintainer closure precluded any verification.,"Font caching and cloning reduces test times: fontSubset from 10.7s to 4.2s, full suite from ~21s to 18.3s.",Devin added font caching and clone; maintainer closed within 17 min without review or comment; performance claim narrative only.,other,other
2858841754,chore: add cargo workspaces to rust-cache action,https://github.com/pyth-network/pyth-crosschain/pull/2385,pyth-network/pyth-crosschain,Devin,merged,,ci_cache_rust_workspace,chore,merged,merged_small_scope_low_risk,ci_infrastructure,ci_rust_cache|workspace_configuration|build_speedup,none,narrative,code_reading,unknown,unknown,not_applicable,technical_stack,technical_stack,low,False,high,none,no_review_text,none,False,none,none,10,1,1,10,0,1,0,2,2,0,False,1.569,True,False,False,False,False,True,True,narrative_only_for_cache_improvement,No regression issues arose during review.,No before/after cache metrics or build time comparisons are provided; the improvement claim is purely narrative.,"Adding workspace paths to rust-cache will improve CI cache hit rate, reducing build times.",Devin added workspace paths to rust-cache action for better CI performance; approved and merged without additional evidence or feedback.,small_scope_low_risk,scope_too_large
